Wall time,Step,Value
1553017700.6641054,5,1.9126864671707153
1553017761.8558793,6,2.791229724884033
1553018067.825646,11,1.9255993366241455
1553018251.7614372,14,1.0653156042099
1553018312.8289292,15,0.047999825328588486
1553018496.614643,18,0.42634186148643494
1553018557.8061547,19,0.09233091026544571
1553018619.0779383,20,0.23269517719745636
1553018864.2347822,24,0.10447536408901215
1553018902.609692,36,-0.1710054874420166
1553018915.379812,40,-1.164574384689331
1553018921.7856343,42,0.7239103317260742
1553018928.1794436,44,0.6640278697013855
1553018931.3523264,45,-0.09593337774276733
1553018937.7161098,47,-1.1079086065292358
1553018956.8781579,53,-0.39469635486602783
1553018960.0530548,54,-1.0535223484039307
1553018963.2257695,55,-0.7278850674629211
1553018966.4065676,56,-1.8007187843322754
1553018969.6038175,57,-1.2910633087158203
1553018988.799718,63,-0.5034570097923279
1553018995.1775112,65,-0.33329492807388306
1553019001.5795448,67,-0.8861828446388245
1553019004.7534287,68,-0.14344897866249084
1553019014.3382201,71,-0.07573326677083969
1553019017.5645633,72,-0.91478031873703
1553019020.7434657,73,-1.2353150844573975
1553019023.932574,74,-0.6679303050041199
1553019039.876467,79,0.0012790667824447155
1553019055.8387713,84,0.7284854650497437
1553019065.4308474,87,-1.086397409439087
1553019068.6497726,88,-2.079084873199463
1553019087.7593515,94,-0.21295645833015442
1553019113.335766,102,-0.34796571731567383
1553019122.8994567,105,-0.6027200818061829
1553019126.1063704,106,-0.25666120648384094
1553019148.4656882,113,-0.12273693084716797
1553019158.0664127,116,-0.2468021661043167
1553019164.480241,118,-0.7817950248718262
1553019186.7968261,125,-0.679179310798645
1553019190.0367706,126,0.1457761973142624
1553019199.600935,129,-2.3938663005828857
1553019202.7818124,130,-0.5347558259963989
1553019225.1053493,137,-1.9433748722076416
1553019231.5050817,139,-0.7232778072357178
1553019237.9115443,141,-0.036685459315776825
1553019241.0964394,142,-2.7028932571411133
1553019244.2723246,143,0.29362058639526367
1553019266.6061378,150,0.4136079251766205
1553019282.5321298,155,-1.376441478729248
1553019288.9079235,157,-0.026161031797528267
1553019289.5276308,158,0.15089991688728333
1553019304.9981933,162,-0.28017091751098633
1553019320.921174,167,-0.696928083896637
1553019324.140099,168,-0.32476356625556946
1553019333.7002265,171,0.590052604675293
1553019352.8692646,177,-0.4028550386428833
1553019356.0611653,178,-0.48188453912734985
1553019362.4421177,180,1.2332656383514404
1553019372.0070744,183,0.09381938725709915
1553019378.393878,185,0.09816370159387589
1553019381.6077986,186,0.3340926170349121
1553019388.0196252,188,0.3919494152069092
1553019394.408431,190,0.6615167260169983
1553019397.6163456,191,0.015252054668962955
1553019419.948461,198,0.12786415219306946
1553019445.5170856,206,0.7561967372894287
1553019448.719996,207,-0.5246281623840332
1553019451.9279933,208,0.5281876921653748
1553019464.6702387,212,0.29806384444236755
1553019496.5381446,222,0.2611798942089081
1553019499.7125394,223,0.8552243113517761
1553019506.0659995,225,0.9930093288421631
1553019518.8110714,229,0.13959980010986328
1553019528.3689344,232,0.1538590043783188
1553019531.5597491,233,0.3393946886062622
1553019534.742628,234,-0.3381233215332031
1553019544.3698828,237,0.12981967628002167
1553019582.7872493,249,1.1240217685699463
1553019601.9110453,255,0.07568355649709702
1553019611.480651,258,-1.0920723676681519
1553019617.8575425,260,-0.08130577206611633
1553019621.0650606,261,0.4840335249900818
1553019627.4458463,263,-0.442067950963974
1553019640.2505178,267,-0.0011001336388289928
1553019652.9824195,271,0.03580354526638985
1553019659.3315346,273,0.36669349670410156
1553019675.4123552,278,-0.16956175863742828
1553019694.5414398,284,-0.1921592652797699
1553019716.969081,291,0.2770358920097351
1553019720.144991,292,-0.7643120884895325
1553019736.0880299,297,-0.41104772686958313
1553019739.261915,298,0.8147809505462646
1553019752.0472822,302,-0.4051138162612915
1553019755.2380025,303,0.39843061566352844
1553019768.0217912,307,0.4023464024066925
1553019771.209877,308,-0.13802531361579895
1553019777.6394103,310,-1.3713675737380981
1553019787.1821628,313,-0.05548989772796631
1553019803.1941006,318,0.15523472428321838
1553019806.3749597,319,0.9808239340782166
1553019809.551039,320,-0.16307727992534637
1553019825.5602772,325,0.22181476652622223
1553019828.735487,326,-0.2710142731666565
1553019831.9134216,327,0.1266571432352066
1553019841.4473066,330,-0.44222235679626465
1553019870.1625838,339,-0.010760213248431683
1553019876.5214727,341,-0.291881263256073
1553019886.1086292,344,0.47190067172050476
1553019889.281548,345,0.22792929410934448
1553019895.6907558,347,0.9751102924346924
1553019898.8792174,348,0.7625728249549866
1553019914.8890126,353,0.4488362669944763
1553019918.0954452,354,-0.6876106262207031
1553019937.2346551,360,0.853205680847168
1553019946.8167067,363,0.3192550241947174
1553019959.6055744,367,0.09206505864858627
1553019972.3577442,371,0.3835729956626892
1553019978.7652848,373,-0.6912387013435364
1553019991.5836246,377,-0.07595930993556976
1553019994.7725217,378,0.9359132647514343
1553019997.9794495,379,-0.41817474365234375
1553020004.3642387,381,0.08620422333478928
1553020020.2814415,386,0.44091764092445374
1553020023.4987428,387,0.11179876327514648
1553020036.3062384,391,-0.202946275472641
1553020039.5134618,392,0.5933445692062378
1553020042.7193756,393,0.7284017205238342
1553020090.6815503,408,0.17918197810649872
1553020113.1708748,415,0.1423828899860382
1553020116.3511708,416,0.4907883405685425
1553020132.389752,421,0.7415945529937744
1553020135.572644,422,0.2164977639913559
1553020141.970703,424,0.22919493913650513
1553020148.3800006,426,-0.05426473543047905
1553020161.1274698,430,0.8193648457527161
1553020189.8431063,439,-0.2503187656402588
1553020196.2310753,441,0.7367924451828003
1553020199.4072943,442,0.13719317317008972
1553020208.969019,445,-0.16565853357315063
1553020228.1239643,451,-0.04214676842093468
1553020253.6600835,459,0.17621023952960968
1553020256.857113,460,-0.33680519461631775
1553020266.4430804,463,-0.21669921278953552
1553020269.6370888,464,0.19345645606517792
1553020279.278197,467,-0.1354493349790573
1553020282.4801462,468,-0.10787856578826904
1553020298.4425561,473,-0.14965033531188965
1553020301.6534734,474,0.5504432320594788
1553020336.7521398,485,0.3599737882614136
1553020346.3254988,488,1.006984829902649
1553020349.5284147,489,-0.2869477868080139
1553020355.8990695,491,0.023347385227680206
1553020362.2911494,493,0.0832136794924736
1553020371.8171356,496,-0.10635864734649658
1553020464.9673266,507,0.5346996784210205
1553020480.9290063,512,0.8813955783843994
1553020487.3464308,514,0.5346378087997437
1553020496.9053948,517,0.040959615260362625
1553020503.2695456,519,0.2815377712249756
1553020519.248064,524,-0.006922915577888489
1553020522.4428906,525,-0.06532306224107742
1553020541.638634,531,-0.142061248421669
1553020548.0095084,533,0.21558156609535217
1553020551.1984296,534,1.2328100204467773
1553020557.5731862,536,-0.5345686078071594
1553020560.749589,537,-0.18927428126335144
1553020563.937665,538,0.3911896049976349
1553020570.344593,540,0.8355457186698914
1553020576.7504466,542,0.1664159595966339
1553020592.6477633,547,0.12803956866264343
1553020595.8477566,548,0.5776698589324951
1553020599.0359273,549,-0.560652494430542
1553020605.3947117,551,-0.13364000618457794
1553020624.5345175,557,-0.585669994354248
1553020630.9822085,559,0.8825076222419739
1553020643.7165933,563,-0.6922248005867004
1553020646.913656,564,0.032480962574481964
1553020650.1210916,565,0.23890666663646698
1553020662.9603817,569,0.8137831091880798
1553020675.7099187,573,0.15910042822360992
1553020678.910414,574,0.469496488571167
1553020688.4738832,577,-0.15639810264110565
1553020694.901958,579,0.4647895395755768
1553020698.0843697,580,0.7666364908218384
1553020701.2652807,581,-0.3543117344379425
1553020704.4722445,582,0.00930879358202219
1553020707.6753073,583,0.10857279598712921
1553020710.8525417,584,-0.6600821614265442
1553020717.2453482,586,0.9756161570549011
1553020720.4698012,587,-0.12325432151556015
1553020736.405807,592,0.1458829790353775
1553020739.632821,593,0.374573290348053
1553020752.410221,597,-0.4964134991168976
1553020761.9620433,600,0.13681265711784363
1553020768.3353882,602,-0.26295530796051025
1553020787.4859164,608,0.14923731982707977
1553020793.8488665,610,0.19396913051605225
1553020809.75223,615,-0.13082166016101837
1553020822.5117438,619,-0.41229739785194397
1553020825.6873162,620,0.11101077497005463
1553020832.039073,622,0.5837415456771851
1553020841.631281,625,-0.0611940436065197
1553020870.7108235,634,0.15633384883403778
1553020894.0941136,641,-0.08480560034513474
1553020897.3270524,642,-0.6857775449752808
1553020903.8146245,644,1.004265308380127
1553020907.042477,645,0.2154814451932907
1553020910.236457,646,-0.024575071409344673
1553020913.470918,647,0.4574103355407715
1553020920.3942387,649,0.3466249704360962
1553020930.1928005,652,-1.1712099313735962
1553020943.0054429,656,-0.4667646586894989
1553020946.1758697,657,0.04237407445907593
1553020958.9965193,661,-0.5592284798622131
1553020968.6227026,664,-0.03771813586354256
1553020981.3998346,668,0.6590969562530518
1553020991.0582578,671,0.19253303110599518
1553020994.2521608,672,0.187530517578125
1553020997.4640791,673,0.6522923111915588
1553021000.6609845,674,0.7038125395774841
1553021003.8358686,675,-0.066855788230896
1553021010.1936464,677,0.24670211970806122
1553021013.3833656,678,0.10473154485225677
1553021016.5819821,679,-0.0012990068644285202
1553021023.025457,681,-0.13918353617191315
1553021026.2003424,682,0.18408606946468353
1553021029.399526,683,0.39661121368408203
1553021032.6191876,684,-0.052382711321115494
1553021039.011164,686,-0.097358837723732
1553021045.4440103,688,0.41972386837005615
1553021048.6399136,689,-1.0144702196121216
1553021070.9971757,696,-0.14274656772613525
1553021080.6064563,699,-0.701797604560852
1553021086.9812486,701,0.5937517285346985
1553021093.3830667,703,-0.24091675877571106
1553021103.032627,706,0.27539244294166565
1553021109.4536343,708,0.4155030846595764
1553021115.8551197,710,0.17618602514266968
1553021128.7059536,714,-0.5492100715637207
1553021141.492818,718,0.6146109104156494
1553021151.0775163,721,0.682581901550293
1553021154.2724178,722,0.055026400834321976
1553021157.4694307,723,0.2792329490184784
1553021160.7033982,724,0.050550322979688644
1553021179.9220972,730,0.6670628190040588
1553021199.0793185,736,-0.2674153745174408
1553021205.4221084,738,-0.3975730538368225
1553021208.6490402,739,1.072514295578003
1553021211.8539515,740,-0.09167028218507767
1553021221.424924,743,1.3077685832977295
1553021231.0347562,746,-0.13349398970603943
1553021234.234664,747,0.9258579611778259
1553021243.8664153,750,0.2568163573741913
1553021247.068325,751,0.6349400281906128
1553021250.2444742,752,0.0659165307879448
1553021256.681718,754,-0.26261427998542786
1553021263.0559225,756,-0.12932252883911133
1553021282.1811533,762,0.07597265392541885
1553021291.8028975,765,0.3912782669067383
1553021295.004806,766,0.6209896802902222
1553021304.6425405,769,-0.08098418265581131
1553021307.8234313,770,0.2384362667798996
1553021311.0374038,771,1.0849189758300781
1553021314.8500738,773,0.37917327880859375
1553021320.8977845,774,0.33145469427108765
1553021340.0684116,780,0.13729487359523773
1553021352.835511,784,0.06128660961985588
1553021356.034418,785,0.28905367851257324
1553021362.4012027,787,-0.4422760009765625
1553021368.7910094,789,0.3427393138408661
1553021375.195843,791,0.11120309680700302
1553021378.3994935,792,0.10880235582590103
1553021381.6049511,793,0.7389897108078003
1553021384.7835019,794,0.2656976580619812
1553021388.011446,795,0.3400251567363739
1553021397.5715213,798,0.21974852681159973
1553021403.998321,800,0.28070059418678284
1553021410.395477,802,-0.9135473370552063
1553021419.9627783,805,-0.04837335646152496
1553021426.3816636,807,-0.5709296464920044
1553021429.5748053,808,0.009103767573833466
1553021432.7728763,809,-0.03329070657491684
1553021445.5808625,813,0.30113691091537476
1553021451.947422,815,-0.12531481683254242
1553021455.155338,816,0.7699224948883057
1553021461.523774,818,0.10648851096630096
1553021471.1314526,821,0.2300514578819275
1553021483.8810427,825,-0.36234423518180847
1553021493.4431348,828,0.6230839490890503
1553021503.0058234,831,0.040251974016427994
1553021506.2004077,832,0.1618129462003708
1553021512.5932176,834,-0.1389661729335785
1553021519.016054,836,-0.265444815158844
1553021525.4627297,838,0.7225288152694702
1553021541.4573965,843,0.20765747129917145
1553021551.012576,846,-0.36370933055877686
1553021557.409389,848,0.31447523832321167
1553021566.9867306,851,0.6564920544624329
1553021592.5638347,859,-0.13757067918777466
1553021595.7817566,860,-0.30701643228530884
1553021605.355916,863,0.9299219846725464
1553021618.0555708,867,0.38870203495025635
1553021624.4213843,869,0.2042856216430664
1553021627.614369,870,0.12269982695579529
1553021640.4082186,874,0.08545726537704468
1553021646.8200457,876,0.3444007337093353
1553021650.0229564,877,1.4399179220199585
1553021659.6236181,880,0.6839593648910522
1553021666.0194297,882,0.04684500768780708
1553021672.3913016,884,0.44907987117767334
1553021681.9810274,887,0.7893884181976318
1553021688.3602984,889,0.32515043020248413
1553021691.5782492,890,-0.41832786798477173
1553021697.9843717,892,0.39506569504737854
1553021710.82311,896,0.04533064365386963
1553021723.6027234,900,-0.589824378490448
1553021746.0357676,907,0.26359793543815613
1553021749.2216618,908,0.27861130237579346
1553021752.3965468,909,-0.4319137930870056
1553021755.60146,910,0.6456081867218018
1553021762.0272982,912,-0.09297624230384827
1553021765.2181976,913,0.5640093684196472
1553021771.5811942,915,-0.08767973631620407
1553021774.8721848,916,0.060243625193834305
1553021778.189213,917,0.7199125289916992
1553021788.0911975,920,0.6406875252723694
1553021791.302128,921,0.331735223531723
1553021794.5460637,922,0.2801607549190521
1553021797.9161263,923,0.5503829717636108
1553021804.7158165,925,0.0830436497926712
1553021824.7814515,931,0.6117098927497864
1553021828.2335882,932,0.2557933032512665
1553021838.5459585,935,-0.06967524439096451
1553021861.1591074,942,0.13247323036193848
1553021870.7751033,945,0.4591448903083801
1553021893.8826532,952,-0.2829834818840027
1553021897.1386259,953,0.40102630853652954
1553021900.3865635,954,-0.06591521203517914
1553021907.1306932,956,0.3449239730834961
1553021910.5094955,957,-0.12224122881889343
1553021913.7349904,958,0.17870089411735535
1553021923.3569684,961,-0.23929476737976074
1553021926.5538747,962,0.22827574610710144
1553021932.995728,964,-0.5723482966423035
1553021939.4325893,966,0.16364549100399017
1553021942.6431506,967,-0.1271960437297821
1553021955.6554887,971,-0.40626421570777893
1553021958.88345,972,0.42798981070518494
1553021972.1043165,976,0.10075294226408005
1553021975.3852987,977,0.9289028644561768
1553021978.6052237,978,0.1334151029586792
1553021981.869295,979,-0.08048159629106522
1553021991.879474,982,-0.16541102528572083
1553021995.0523708,983,-0.15842248499393463
1553021998.2282565,984,0.10379811376333237
1553022008.3114192,987,-0.5242143869400024
1553022011.5815058,988,0.03877066448330879
1553022037.4897726,996,0.7694962620735168
1553022108.521229,1000,-0.5262985229492188
1553022114.9432826,1002,0.7755305171012878
1553022121.3220792,1004,0.18678374588489532
1553022124.5129325,1005,-0.12498687207698822
1553022134.1357462,1008,0.177464559674263
1553022137.3355377,1009,0.9049252867698669
1553022143.7023234,1011,0.22526457905769348
1553022146.894899,1012,-0.14606653153896332
1553022150.074991,1013,0.7737406492233276
1553022153.2624905,1014,-0.861856997013092
1553022162.8110378,1017,-0.07782754302024841
1553022188.363526,1025,0.10048307478427887
1553022194.7789595,1027,0.5627264380455017
1553022201.2010064,1029,1.016792893409729
1553022207.5809839,1031,0.14529821276664734
1553022210.7558644,1032,-0.20387405157089233
1553022220.3185544,1035,-0.8225457668304443
1553022226.80745,1037,0.5713980197906494
1553022229.982155,1038,0.49898406863212585
1553022233.1760576,1039,-0.299543559551239
1553022249.1836042,1044,-0.5334320068359375
1553022271.4725547,1051,0.21998493373394012
1553022274.663453,1052,0.020088041201233864
1553022284.235151,1055,0.10917606204748154
1553022290.6049392,1057,0.2791668772697449
1553022309.759587,1063,0.1288752257823944
1553022312.961636,1064,0.2731931507587433
1553022319.3839822,1066,0.015324531123042107
1553022325.735754,1068,0.5289808511734009
1553022338.5613525,1072,-0.7746828198432922
1553022351.3266191,1076,0.4291326105594635
1553022357.7240353,1078,0.39935752749443054
1553022373.691984,1083,-0.1511758267879486
1553022376.8910809,1084,0.649157702922821
1553022380.079159,1085,0.8083540201187134
1553022402.4282277,1092,-1.028850793838501
1553022405.6102157,1093,0.4195355176925659
1553022424.7750912,1099,-0.026416892185807228
1553022431.1510062,1101,0.5540475845336914
1553022437.5348084,1103,-0.27285757660865784
1553022440.73972,1104,0.41831955313682556
1553022443.9450588,1105,0.306057870388031
1553022472.7021441,1114,0.6345332860946655
1553022479.0722094,1116,0.33799606561660767
1553022488.658775,1119,0.07567185163497925
1553022501.4114938,1123,0.14595112204551697
1553022507.7675972,1125,0.41587311029434204
1553022510.951727,1126,0.24876169860363007
1553022523.706432,1130,-0.9656375050544739
1553022526.8913262,1131,0.39950549602508545
1553022533.2631187,1133,-0.06292497366666794
1553022536.4780376,1134,-0.4628205895423889
1553022539.6559262,1135,0.13067205250263214
1553022549.2505765,1138,-0.0008802604279480875
1553022552.441695,1139,-0.02935788407921791
1553022584.3869631,1149,0.7962252497673035
1553022590.7924047,1151,-0.9160535931587219
1553022593.9817157,1152,0.645403265953064
1553022603.5711052,1155,-0.5488156676292419
1553022606.765008,1156,0.166394904255867
1553022609.9673018,1157,0.513190746307373
1553022619.5009644,1160,0.1487969160079956
1553022622.6848593,1161,-0.5751616358757019
1553022625.853567,1162,0.43404799699783325
1553022673.6548362,1177,-0.1404823213815689
1553022683.2365713,1180,0.28653189539909363
1553022689.612113,1182,0.0026772862765938044
1553022692.8048491,1183,0.36913421750068665
1553022699.1998515,1185,0.18365761637687683
1553022702.3787274,1186,0.9506045579910278
1553022711.9458365,1189,0.2614213526248932
1553022721.475932,1192,0.11711711436510086
1553022724.6656694,1193,0.29124200344085693
1553022727.8775883,1194,0.16265787184238434
1553022731.0704432,1195,0.047807786613702774
1553022737.453884,1197,-0.7473591566085815
1553022743.8296077,1199,1.451592206954956
1553022750.2054,1201,-0.769410252571106
1553022756.5581727,1203,0.7977033853530884
1553022759.7811012,1204,-0.721115231513977
1553022766.1338742,1206,0.24791203439235687
1553022772.505665,1208,0.4768507182598114
1553022778.8816123,1210,-0.5828868746757507
1553022782.0568137,1211,0.7466546297073364
1553022785.2557206,1212,0.4489099085330963
1553022788.4336088,1213,-0.25350090861320496
1553022791.623507,1214,0.4120440185070038
1553022823.6078823,1224,0.32665687799453735
1553022836.406427,1228,-0.666498601436615
1553022849.1368775,1232,0.04425548389554024
1553022852.3087595,1233,-0.6126248240470886
1553022855.50723,1234,0.8549920320510864
1553022861.867551,1236,-0.6615944504737854
1553022871.4295897,1239,-0.7634957432746887
1553022881.0087683,1242,-0.16455894708633423
1553022887.3769834,1244,-0.2845735549926758
1553022896.9227095,1247,0.16932402551174164
1553022903.3406518,1249,0.31489434838294983
1553022916.0842693,1253,-0.9039789438247681
1553022919.259321,1254,0.7219132781028748
1553022922.4302151,1255,0.28664374351501465
1553022928.8310316,1257,0.11415887624025345
1553022932.0419962,1258,0.08474136888980865
1553022941.6097722,1261,0.2187235951423645
1553022944.7997086,1262,0.001992783509194851
1553022948.0056212,1263,0.045695263892412186
1553022951.182125,1264,0.09594133496284485
1553022957.5869317,1266,0.531475305557251
1553022973.6032212,1271,0.3481754660606384
1553022983.2129536,1274,-0.41461774706840515
1553022999.144444,1279,-0.153432235121727
1553023005.522226,1281,0.4581257104873657
1553023018.2383947,1285,0.33185553550720215
1553023024.5981433,1287,0.324002206325531
1553023037.3726406,1291,0.6144807934761047
1553023040.5485256,1292,0.03139370307326317
1553023043.7238998,1293,-0.37304815649986267
1553023046.8978012,1294,1.189494252204895
1553023053.2782242,1296,0.5463586449623108
1553023062.8721523,1299,-0.12264476716518402
1553023066.0950675,1300,0.10250081866979599
1553023072.494178,1302,0.210168719291687
1553023075.6640582,1303,-0.45158255100250244
1553023097.9857678,1310,-0.3565711975097656
1553023104.3725724,1312,0.0383010059595108
1553023113.9509912,1315,0.16532035171985626
1553023117.1324463,1316,0.13834567368030548
1553023126.7147124,1319,0.07947732508182526
1553023129.9126182,1320,0.26437830924987793
1553023145.7948408,1325,-0.2327742576599121
1553023148.9899073,1326,0.720902144908905
1553023152.183847,1327,-0.22064681351184845
1553023161.707861,1330,0.25919005274772644
